Object ID,Last Year's Month,ADDRESS,Primary Category for Calendar,Category,GA,Festival Name,Website,FilmFreeway / Submissions,Date Changes & Cancellations due to COVID-19,Start Date,End Date,City,State,First Submission Deadline,Last Submission Deadline,Oscar Qualifying (Short Subject),Oscar Qualifying (Doc Short),Film Fest Alliance,Category Start,General,Documentary,Short,Women's,LGBTQ+,Jewish,"Black, African, Afr. Am. (etc)","Asian, As. Am. (etc)","Latino, Latin American (etc)","Native American, Indigenous (etc)","Muslim, Arab, Arab Am. (etc)","Misc. Ethnic, Cultural, Foreign Focus (etc)","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Horror,Underground,Animation,Comedy,Student,Misc. Niche,"Environment, Outdoor, Adventure, Wildlife","Social Justice, Peace",Children's,Dance,Christian,"Experimental, Video Art (etc)"
177,,"4396 Scandia Way Los Angeles, California 90065 United States",Dance,Dance,,Dance Camera West,http://www.dancecamerawest.org/,https://filmfreeway.com/DanceCameraWest,,1/9/2020,1/12/2020,Los Angeles,CA,7/16/2019,10/18/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
1005,,"70 Lincoln Center Plaza, New York, New York 10023 United States",Dance,Dance,,Dance on Camera,https://www.dancefilms.org,https://filmfreeway.com/DanceonCameraFestival,Switched to online,7/17/2020,7/20/2020,New York,NY,1/1/2020,4/1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
178,,"1041 North Formosa Ave. Formosa Bldg., 2nd Floor West Hollywood, CA 90046",General,General,,Dances With Films,http://danceswithfilms.com/,https://filmfreeway.com/DancesWithFilms,New Dates: Aug 27-Sept 6,6/11/2020,6/21/2020,Los Angeles,CA,11/27/2019,3/25/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
179,,"Davis, CA 95616",Short,"Short, Social Justice/Peace",,Davis Feminist Film Festival,https://wrrc.ucdavis.edu/programs/community/davis-feminist-film-festival,https://filmfreeway.com/DavisFeministFilmFestival,Switched to online (live streaming free on Vimeo),5/23/2020,5/23/2020,Davis,CA,11/11/2019,11/11/2019,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,
899,,"203 East 14th Street, Davis, California 95616 United States",General,General,,Davis Film Festival,https://davisfilmfestival.business.site,https://filmfreeway.com/DavisFilmFestival,,4/5/2020,4/5/2020,Davis,CA,8/15/2019,2/15/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
180,6,"525 Versailles Dr, Dayton, OH 45459",Jewish,Jewish,,Dayton Jewish Film Festival,https://jewishdayton.org/program/dayton-jewish-film-festival/,---,Switched to virtual,6/9/2020,6/30/2020,Dayton,OH,---,---,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
181,5,"1629 K St NW Suite 300 Washington, DC 20006 United States","Asian, As. Am. (etc)",Asian/Asian American,,DC Asian Pacific American Film Festival,https://www.apafilm.org/,https://filmfreeway.com/APAFILM2020,New Online Dates: May 1-31,4/24/2020,4/26/2020,"Washington, D.C",DC,12/31/2019,1/31/2020,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
959,8,"535 8th Street Southeast, Washington, District of Columbia 20003 United States","Black, African, Afr. Am. (etc)","Black, African, Afr. Am. (etc)",,DC Black Film Festival,http://dcbff.org,https://filmfreeway.com/DCBlackFilmFestival,Switched to virtual Sept 18-20,9/17/2020,9/19/2020,"Washington, DC",DC,3/31/2020,6/20/2020,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,
182,,"1435 Holly Street NW Washington, DC 20012 United States",General,General,,DC Independent Film Festival,https://dciff-indie.org/,https://filmfreeway.com/DCIndependentFilmFestival,,3/4/2020,3/8/2020,"Washington, D.C",DC,9/27/2019,12/19/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
183,,"1317 F Street NW Suite 920 Washington, DC 20004 United States",Short,Short,,DC Shorts Film Festival,https://dcshorts.com/,https://filmfreeway.com/dcshorts,,9/10/2020,9/19/2020,"Washington, D.C",DC,12/31/2019,5/15/2020,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,
184,,"701 W. Sheridan Suite 110 Oklahoma City, OK 73102 United States",General,General,,deadCENTER Film Festival,www.deadcenterfilm.org,https://filmfreeway.com/deadCenter,Switched to online,6/11/2020,6/14/2020,Oklahoma City,OK,10/31/2019,2/21/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
997,,"240 East Avenue, Rochester, New York 14604 United States",Misc. Niche,Misc. Niche,,Deaf Rochester Film Festival,http://deafrocfilmfest.com,https://filmfreeway.com/DeafRochesterFilmFestival,Postponed,4/14/2020,4/18/2020,Rochester,NY,2/15/2020,2/15/2020,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
185,,"724 Austin Ave., Waco, Texas 76701",General,General,,Deep in the Heart Film Festival,http://www.deepintheheartff.com/,https://filmfreeway.com/DeepintheHeartFilmFestival,Switched to online Sept 25-27 & Oct 2-4,8/13/2020,8/16/2020,Waco,TX,9/10/2019,6/9/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
186,,"272 Broadmoor Drive, Nashville, Tennessee 37207",General,General,,Defy Film Festival,https://www.defyfilmfestival.com/,https://filmfreeway.com/DefyFilmFestival,Switched to virtual Sept 12,8/21/2020,8/22/2020,Nashville,TN,2/3/2020,5/25/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
982,3,"1601 Civic Drive, Walnut Creek, California 94596 United States",Student,Student,,Delta Moon Student Film Festival,http://www.deltamoon.org,https://filmfreeway.com/DeltaMoonStudentFilmFestival,,tbd,tbd,Walnut Creek,CA,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,
187,,"29 Wellington Oaks Circle Denton, TX 76210","Black, African, Afr. Am. (etc)",Black/African/African American,,Denton Black Film Festival ,http://dentonbff.com/,https://filmfreeway.com/DentonBlackFilmFestival,,1/22/2020,1/26/2020,Denton,TX,7/8/2019,11/11/2019,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,
188,11,"1510 York, 3rd Floor, Denver, CO 80206",General,General,,Denver Film Festival,https://denverfilmfestival.denverfilm.org/?detect=yes,https://filmfreeway.com/DenverFilmFestival,,11/4/2020,11/15/2020,Denver,CO,3/2/2020,7/10/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
189,,"350 South Dahlia Street, Denver, Colorado 80246",Jewish,Jewish,,Denver Jewish Film Festival,https://www.jccdenver.org/arts-culture/denver-jewish-film-festival/,https://filmfreeway.com/DenverJewishFilmFestival,,2/5/2020,2/17/2020,Denver,CO,7/31/2019,7/31/2019,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
767,3,"3654 Navajo Street, Denver, Colorado 80211",Underground,Underground,,Denver Underground Film Festival,https://www.duffcinema.org/,https://filmfreeway.com/DenverUndergroundFilmFestival,,12/4/2020,12/4/2020,Denver,CO,12/2/2020,12/2/2020,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
190,10,"301 Huron Ave, Port Huron, MI 48060",Horror,Horror,,Desmond District Demons Film Festival,http://www.desmonddistrictdemons.com/,https://filmfreeway.com/DesmondDistrictDemons,,10/30/2020,10/31/2020,Port Huron,MI,5/31/2020,9/20/2020,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,
191,,"2611 North Proctor Street, Tacoma, Washington 98407",General,General,,Destiny City Film Festival,http://destinycityfilmfestival.com/,https://filmfreeway.com/DestinyCityFilmFestivalandScreenplayCompetition,,2/28/2020,3/1/2020,Tacoma,WA,6/28/2019,11/8/2019,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
192,,"715 East Milwaukee Avenue, Detroit, Michigan 48202",Animation,"Short, Animation",,Detroit International Festival of Animation,http://www.difestofanim.com/,https://filmfreeway.com/difestofanim,Switched to Online (free streaming for everyone),4/3/2020,4/4/2020,Detroit,MI,3/1/2020,3/1/2020,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,
193,,"6600 W Maple Rd, West Bloomfield Township, MI 48322",Jewish,Jewish,,Detroit Jewish Film Festival,https://detroitjewishfilmfestival.com/,---,,5/3/2020,5/13/2020,Detroit,MI,---,---,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
194,,"1430 Willamette Street #30 Eugene, OR 97401","Asian, As. Am. (etc)",Asian/Asian American,,DisOrient Asian American Film Festival of Oregon,http://disorientfilm.org/,https://filmfreeway.com/DisOrientAsianAmericanFilmFestivalofOregon,,3/12/2020,3/15/2020,Eugene,OR,9/30/2019,11/25/2019,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
195,,"15438 38th Lane S Apt 11-102 Tukwila, WA 98188 United States","Misc. Ethnic, Cultural, Foreign Focus (etc)",Misc. Ethnic/Cultural/Foreign Focus,,Diwa Filipino Film Showcase of Seattle,https://www.festalpagdiriwang.com/diwa-film-showcase,https://filmfreeway.com/DiwaFilmShowcase,Switched to online,6/6/2020,6/7/2020,Tukwila,WA,3/15/2020,3/15/2020,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,
984,,"184 Dudley Street, Boston, Massachusetts 02119 United States",Student,Student,,Do It Your Damn Self National Youth Film Festival,http://www.diyds.org,https://filmfreeway.com/diydsfilmfest,Canceled; Premier screening new date: June 6,3/19/2020,3/21/2020,Boston,MA,11/16/2019,11/16/2019,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,
196,,"Beverly Hills, California 90209",Documentary,Documentary,,DOC LA - Los Angeles Documentary Film Festival,https://www.docla.org/,https://filmfreeway.com/DOCLA,,10/21/2020,10/25/2020,Beverly Hills,CA,1/21/2020,9/21/2020,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
197,11,"174 W. 4th St. Suite 180 New York, NY 10014 United States",Documentary,Documentary,,Doc NYC,http://www.docnyc.net/,https://filmfreeway.com/DOCNYC,,11/11/2020,11/19/2020,New York,NY,2/21/2020,7/1/2020,,X,x,,,x,,,,,,,,,,,,,,,,,,,,,,,
198,,"101 E Main Street, Mulvane, KS 67110",Documentary,Documentary,,Doc Sunback Film Festival,http://www.docsunbackfilmfest.com/,https://filmfreeway.com/DocSunbackFilmFestival,Postponed to 2021,6/18/2020,6/21/2020,Mulvane,KS,12/31/2019,3/15/2020,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,
1014,,"1001 Lootens Place, San Rafael, CA 94901",Documentary,Documentary,,Doclands Documentary Film Festival,https://www.doclands.com,https://filmfreeway.com/DocLandsDocumentaryFilmFestival/,Postponed,4/30/2020,5/3/2020,San Rafael,CA,2/3/2020,2/14/2020,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
199,,"225 S University Ave St. George, UT 84770 United States",Documentary,Documentary,,DOCUTAH International Documentary Film Festival,https://docutah.com/,https://filmfreeway.com/DOCUTAH,,11/2/2020,11/7/2020,St. George ,UT,3/6/2020,6/12/2020,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,
200,9,"Alamo Drafthouse Denver 4255 W. Colfax Ave. Denver, Colorado 80204 United States",Documentary,Documentary,,DocuWest Documentary Film Festival,http://docuwestfest.com/,https://filmfreeway.com/DocuWestInternationalFilmFestival,,9/17/2020,9/20/2020,Denver,CO,1/17/2020,5/29/2020,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
201,,"10693 Wisconsin 42, Sister Bay, Wisconsin 54234",Short,Short,,Door County Short Film Festival,http://www.cometosisterbay.com/festivals-and-events/door-county-short-film-fest/,https://filmfreeway.com/DoorCountyShortFilmFestival,,2/14/2020,2/15/2020,Sister Bay,WI,8/31/2019,12/31/2019,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
991,10,"Washington, District of Columbia United States",Misc. Niche,Misc. Niche,,Double Exposure Film Festival,https://doubleexposurefestival.com,https://doubleexposurefestival.com/,Switched to virtual Oct 14-18,10/8/2020,10/11/2020,"Washington, DC",DC,---,---,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,
202,,"316 Washington Street, Northfield, Minnesota 55057","Environment, Outdoor, Adventure, Wildlife",Environmental/Outdoor/Adventure/Wildlife,,Downstream Film Festival,https://crwp.net/,https://filmfreeway.com/DownstreamFilmFestival,,2/20/2020,2/22/2020,Northfield,MN,12/1/2019,1/1/2020,,,, ,,,,,,,,,,,,,,,,,,,,x,,,,,
838,,"265 Peachtree St NE, Atlanta, GA 30303","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Genre,,Dragon Con Independent Film Festival,http://filmfest.dragoncon.org/,https://filmfreeway.com/DragonCon,Canceled,9/3/2020,9/7/2020,Atlanta,GA,tbd,tbd,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
792,10,"3110 N Broadway, Los Angeles, CA 90031",Underground,Underground,,Druid Underground Film Festival,http://www.druidundergroundfilmfestival.com/,https://filmfreeway.com/DruidUndergroundFilmFestival,,tbd,tbd,Los Angeles,CA,tbd,tbd,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
791,10,"DTLA Film Festival 2658 Griffith Park Blvd., Los Angeles, CA 90039 United States",General,General,,DTLA Film Festival,http://www.dtlaff.com/,https://filmfreeway.com/DTLAFF,Postponed,tbd,tbd,Los Angeles,CA,tbd,tbd,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
203,,"222 East Superior Street, Duluth, Minnesota 55802",General,General,,Duluth-Superior Film Festival,https://www.ds-ff.com/,https://filmfreeway.com/DuluthSuperiorFilmFestival,,6/3/2020,6/7/2020,Duluth,MN,3/31/2020,3/31/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
204,,"24 Town Plaza Unit A Durango, CO 81301 United States",General,General,,Durango Independent Film Festival,http://www.durangofilmfestival.com/,https://filmfreeway.com/DurangoFilmAnIndependentFilmFestival,,3/4/2020,3/8/2020,Durango,CO,8/1/2019,11/1/2019,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
205,,"230 West 2nd Street, Chico, California 95928","Environment, Outdoor, Adventure, Wildlife",Environmental/Outdoor/Adventure/Wildlife,,"Earth Day Film Festival, The ",http://www.earthdayfilmfest.org/,https://filmfreeway.com/TheEarthDayFilmFestival,Ended fest early; limited screenings to 10 people partway through; presented virtual version of all screenings after the fact,3/12/2020,3/19/2020,Chico,CA,8/1/2019,11/30/2019,,,, ,,,,,,,,,,,,,,,,,,,,x,,,,,
206,,"331 High Street Suite 2 Newburyport, Massachusetts 01950 United States","Environment, Outdoor, Adventure, Wildlife","Short, Environmental/Outdoor/Adventure/Wildlife",,Earth Port Film Festival,https://www.earthportfilm.org/,https://filmfreeway.com/EarthPortFilmFestival,Postponed,4/26/2020,4/26/2020,Bewburyport,MA,12/20/2019,2/21/2020,,,, ,,,x,,,,,,,,,,,,,,,,,x,,,,,
207,11,"510 Kedzie Street East Lansing, Michigan 48823 United States",General,General,,East Lansing Film Festival,http://elff.com/,https://filmfreeway.com/EastLansingFilmFestival,,tbd,tbd,East Lansing,MI,tbd,tbd,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
788,10,"112 Depot Street La Grande, OR 97850 United States",General,General,,Eastern Oregon Film Festival,http://eofilmfest.com/,https://filmfreeway.com/eofilmfest,,10/22/2020,10/24/2020,La Grande,OR,3/20/2020,6/12/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
574,,"203 W Park Ave, Champaign, IL 61820",Misc. Niche,Misc. Niche,,Ebert Fest,http://www.ebertfest.com/,---,Canceled,4/15/2020,4/18/2020,Champaign,IL,---,---,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
981,,"829 North 204th Street, Omaha, NE 68022 United States",Student,Student,,Elkhorn Valley BEA D7 Film and Media Conference,https://www.mccneb.edu/Community-Business/Community-Events/Elkhorn-Valley-BEA-D-7-Film-and-Media-Conference.aspx ,https://filmfreeway.com/ElkhornValleyBEAD7FilmandMediaConference,New Dates: Oct 16-17,5/17/2020,5/18/2020,Omaha,NE,4/15/2020,4/15/2020,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,
780,10,"Ellensburg, WA 98926",General,General,,Ellensburg Film Festival,http://ellensburgfilmfestival.com/,https://filmfreeway.com/EllensburgFilmFestival,,10/24/2020,10/24/2020,Ellensburg,WA,7/31/2020,7/31/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
208,,"1224 M Street NW Suite 301 Washington, DC 20005 United States","Environment, Outdoor, Adventure, Wildlife",Environmental/Outdoor/Adventure/Wildlife,,Environmental Film Festival in the Nation's Capital,https://dceff.org/,https://filmfreeway.com/EnvironmentalFilmFestivalInTheNationsCapital,"Events canceled; some virtual, some fall screenings TBD",3/12/2020,3/22/2020,"Washington, D.C",DC,12/1/2019,12/31/2019,,,, ,,,,,,,,,,,,,,,,,,,,x,,,,,
209,10,"1249 Marin Ave, Albany, CA 94706",Animation,Animation,,Epic ACG Fest,http://www.eacgfest.org/,https://filmfreeway.com/EpicACGFest,,11/14/2020,11/15/2020,Albany,CA,6/30/2020,10/12/2020,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
210,,"6712 Hollywood Boulevard, Los Angeles, California 90028","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)","Short, Women's, Genre",,Etheria Film Night ,http://www.etheriafilmnight.com/,https://filmfreeway.com/EtheriaFilmNight,Switched to online: June 19-July 20,6/29/2020,6/29/2020,Los Angeles,CA,10/31/2019,3/1/2020,,,,,,,x,x,,,,,,,,,x,,,,,,,,,,,,
948,,"2710 Wetmore Avenue, Everett, Washington 98201 United States",Women's,Women's ,,Everett Film Festival,https://everettfilmfestival.org,https://filmfreeway.com/EverettFilmFestival,Postponed,4/10/2020,4/11/2020,Everett,WA,12/2/2019,12/2/2019,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
1008,,"Albuquerque, NM, USA 87119","Experimental, Video Art (etc)","Experimental, Video Art (etc)",,Experiments in Cinema,https://www.experimentsincinema.org/,https://www.experimentsincinema.org/submissions,Postponed,4/14/2020,4/18/2020,Albequerque,NM,11/1/2019,11/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
211,,"46 East 70th Street New York, Ny 10021 United States",Misc. Niche,Misc. Niche,,Explorer's Club Polar Film Festival,https://explorers.org/events/detail/6th_annual_polar_film_festival_thursday,https://filmfreeway.com/ExplorersClubPolarFilmFestival-298809,,1/23/2020,1/25/2020,New York,NY,9/1/2019,11/1/2019,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
212,,"2442 Bartlett St Houston, Texas 77098 United States",Short,Short,,Extremely Short Film Festival,http://www.aurorapictureshow.org/pages/home.asp,https://filmfreeway.com/ExtremelyShorts,New dates & switched to online: May 15-22,5/15/2020,5/16/2020,Houston,TX,2/29/2020,3/20/2020,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
1009,10,"631 West 2nd Street, Los Angeles, CA 90012",Animation,"Animation, Experimental, Video Art (etc)",,Eyeworks Festival of Experimental Animation,http://eyeworksfestival.com/,http://eyeworksfestival.com/,,tbd,tbd,Los Angeles,CA,---,---,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x
802,,"5340 Romance Lane Cincinnati, OH 45238 United States",Misc. Niche,Misc. Niche,,F3: Frankly Film Fest,http://www.franklyfilmfest.com/,https://filmfreeway.com/F3FranklyFilmFest,Switched to hybrid fest Oct 9-16,10/9/2020,10/10/2020,Piqua,OH,11/30/2019,8/15/2020,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
213,,"122 Fairhope Avenue, #1 Fairhope, AL 36532",General,General,,Fairhope Film Festival,https://www.fairhopefilmfestival.org/,https://filmfreeway.com/fairhopefilmfestival,,11/12/2020,11/15/2020,Fairhope,AL,8/24/2020,10/1/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
214,,"5663 Balboa Ave Suite 376 San Diego, Ca 92111-2705 United States",Horror,Horror,,FANtasic Horror Film Festival,http://fhffsd.com/,https://filmfreeway.com/FANtasticHorrorFilmFestival,,10/25/2020,10/27/2020,San Diego,CA,12/31/2019,7/31/2020,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,
215,9,"Austin, Texas 78704",General,General,,Fantastic Fest,http://fantasticfest.com/,https://filmfreeway.com/FantasticFest,Canceled,9/24/2020,10/1/2020,Austin,TX,2/21/2020,6/19/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
216,,"Fargo, ND 58106",General,General,,Fargo Fantastic Film Festival,http://www.valleycon.com/filmfest/,https://filmfreeway.com/FargoFantasticFilmFestival,,10/15/2020,10/18/2020,Fargo,ND,6/29/2020,8/31/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
217,,"314 Broadway Fargo, ND 58102 United States",General,General,,Fargo Film Festival ,www.fargofilmfestival.com,https://filmfreeway.com/FargoFilmFestival,Canceled; planning limited summer event,3/17/2020,3/21/2020,Fargo,ND,8/1/2019,11/1/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
218,,"Chicago, IL 60604",Misc. Niche,Misc. Niche,,Fashion Film Festival of Chicago,http://www.fashionfilmfestivalchicago.com/,https://filmfreeway.com/FashionFilmFestivalChicago,,10/15/2020,10/15/2020,Chicago,IL,1/1/2020,6/1/2020,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
219,10,"Fayetteville, AR 72702",General,General,,Fayetteville Film Festival,http://www.fayettevillefilmfest.org/,https://filmfreeway.com/FayettevilleFilmFest,,11/5/2020,11/7/2020,Fayetteville,AR,3/31/2020,7/31/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
220,,"Biloxi, Mississippi 39530",Horror,Horror,,Fear Fete,www.fearfete.com,https://filmfreeway.com/FearFete,,10/16/2020,10/17/2020,Biloxi,MS,1/3/2020,8/28/2020,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,
221,,"230 South 500 West #120 Salt Lake City, Utah 84101 United States",Short,Short,,Fear No Film,https://uaf.org/,https://filmfreeway.com/FearNoFilm,Postponed until June 2021,6/25/2020,6/28/2020,Salt Lake City,UT,2/9/2020,3/21/2020,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
1015,,"122 Meserole Avenue, Brooklyn, New York 11222",Horror,Horror,,FearNYC Horror Film Festival,https://www.fearnyc.com,https://filmfreeway.com/FEARnyc/,,tbd,tbd,New York,NY,tbd,tbd,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,
222,,"2915 McFie Circle, Las Cruces, NM 88003-8001",Short,"Short, Social Justice/Peace",,Feminist Border Arts Film Festival,https://genders.nmsu.edu/film-festival/,https://filmfreeway.com/FeministBorderArtsFilmFestival,,3/5/2020,3/6/2020,Las Cruces,NM,1/6/2020,1/6/2020,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,
787,,"40827 Stone Rd, Big Bear Lake, CA 92315",General,General,,Festival Angaelica,http://www.angaelica.com/,https://filmfreeway.com/FestivalAngaelica,,10/7/2020,10/11/2020,Los Angeles,CA,11/15/2019,9/30/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
927,4,"Los Angeles, CA",Misc. Niche,"Misc. Niche, Short",,"Festival of (In)appropriation, The",https://festivalofinappropriation.com,https://filmfreeway.com/festivalofinappropriation,,tbd,tbd,Los Angeles,CA,tbd,tbd,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,
223,,"60 1 avenue 12C New York, NY 10009 United States",General,General,,Festival of Cinema NYC,http://www.festivalofcinemanyc.com/,https://filmfreeway.com/FestivalofCinemaNYC,Changed to Drive-In Oct 1-4,8/7/2020,8/16/2020,New York,NY,11/11/2019,8/13/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
224,10,"603 Arizona Ave. Santa Monica, CA 90401 United States",Short,Short,,Film Crash Film Festival,http://www.filmcrash.com/,https://filmfreeway.com/FilmCrash,,tbd,tbd,Santa Monica,CA,tbd,tbd,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
225,,"Petaluma Film Alliance 680 Sonoma Mountain Parkway Petaluma, CA 94954 United States",Short,Short,,Film Fest Petaluma,http://petalumafilmalliance.org/,https://filmfreeway.com/FilmFestPetaluma,,5/1/2020,5/2/2020,Petaluma,CA,1/24/2020,3/2/2020,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
226,9,"1550 North High Street, Columbus, Ohio 43201",General,General,,Film Festival of Columbus,http://www.filmfestivalofcbus.com/,https://filmfreeway.com/FFOCOL,,tbd,tbd,Columbus,OH,tbd,tbd,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
925,8,"5670 Wilshire Blvd., Los Angeles, CA 90036 United States",Student,"Student, Short",,Film Independent Future Filmmakers,https://www.filmindependent.org,https://filmfreeway.com/FilmIndependentFutureFilmmakers,,tbd,tbd,Los Angeles,CA,tbd,tbd,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,
771,,"15021 Ventura Boulevard Suite 523 Sherman Oaks, CA 91403 United States",General,General,,Film Invasion L.A.,http://filminvasionla.com/,https://filmfreeway.com/filminvasionla,Physical events canceled; Exploring online screenings,6/4/2020,6/7/2020,Sherman Oaks,CA,12/15/2019,3/15/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
227,,"54 First Ave Atlantic Highlands, NJ 07716 United States",Short,Short,,Film One Fest,https://filmonefest.org/,https://filmfreeway.com/Film_One_Fest,"Switched to online, June 23 - ",7/18/2020,7/18/2020,Atlantic Highlands ,NJ,2/16/2020,5/3/2020,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
228,10,"48 Main Street Chatham, NY 12037",General,General,,FilmColumbia Festival,https://crandelltheatre.org/filmcolumbia/,https://crandelltheatre.org/filmcolumbia/submissions/,,tbd,tbd,Chatham,NY,tbd,tbd,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
229,,"555 11th Street Northwest, Washington, District of Columbia 20004",General,General,,FilmFest DC ,http://www.filmfestdc.org/,https://filmfreeway.com/FilmfestDC,Postponed,4/23/2020,5/3/2020,"Washington, D.C",DC,9/9/2019,1/6/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
230,,"Boise, ID 83702",General,General,,FilmFort,https://www.treefortmusicfest.com/fort/filmfort/,https://filmfreeway.com/filmfortfest,New Dates: Sept 23-27,3/26/2020,3/28/2020,Boise,ID,9/30/2019,12/5/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
954,,"2358 University Avenue, San Diego, CA 92104 United States",LGBTQ+,LGBTQ+,,FilmOut San Diego LGBTQ+ Film Festival,http://www.filmoutsandiego.com,https://filmfreeway.com/FilmOutSanDiego,Postponed,4/30/2020,5/3/2020,San Diego,CA,2/15/2020,2/15/2020,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
231,,"3214 North University Ave. Suite #614 Provo, Utah 84604 United States","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Genre,,FilmQuest,http://www.filmquestfest.com/,https://filmfreeway.com/FilmQuest,Postponed to 2021,9/4/2020,9/12/2020,Provo,UT,10/7/2019,6/22/2020,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
232,,"681 Venice Boulevard, Los Angeles, California 90291",Misc. Niche,Misc. Niche,,"Fine Arts Film Festival, The ",http://www.thefineartsfilmfestival.com/,https://filmfreeway.com/TheFineArtsFilmFestival,New Dates: June 8-14,5/29/2020,5/30/2020,Los Angeles,CA,10/31/2019,4/7/2020,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
233,11,"5240 Lankershim Boulevard, Los Angeles, California 91601",General,General,,First Glance Film Festival Los Angeles,https://firstglancefilms.com/,https://filmfreeway.com/FirstGlanceFilmFestivals,,tbd,tbd,Los Angeles,CA,tbd,tbd,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
