Object ID,Last Year's Month,ADDRESS,Primary Category for Calendar,Category,GA,Festival Name,Website,FilmFreeway / Submissions,Date Changes & Cancellations due to COVID-19,Start Date,End Date,City,State,First Submission Deadline,Last Submission Deadline,Oscar Qualifying (Short Subject),Oscar Qualifying (Doc Short),Film Fest Alliance,Category Start,General,Documentary,Short,Women's,LGBTQ+,Jewish,"Black, African, Afr. Am. (etc)","Asian, As. Am. (etc)","Latino, Latin American (etc)","Native American, Indigenous (etc)","Muslim, Arab, Arab Am. (etc)","Misc. Ethnic, Cultural, Foreign Focus (etc)","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Horror,Underground,Animation,Comedy,Student,Misc. Niche,"Environment, Outdoor, Adventure, Wildlife","Social Justice, Peace",Children's,Dance,Christian,"Experimental, Video Art (etc)"
377,5,"3250 Wilshire Blvd., Suite 1250 Los Angeles, CA 90010 United States",Jewish,Jewish,,Los Angeles Jewish Film Festival,http://lajfilmfest.org/,https://filmfreeway.com/LosAngelesJewishFilmFestival,Postponed,4/30/2020,5/7/2020,Los Angeles,CA,1/10/2020,2/21/2020,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
966,7,"6801 Hollywood Boulevard, Los Angeles, California 90028 United States","Latino, Latin American (etc)","Latino, Latin American (etc)",,Los Angeles Latino International Film Festival,https://latinofilm.org,https://filmfreeway.com/LALIFF,Switched to new online format,6/3/2020,6/7/2020,Los Angeles,CA,2/7/2020,3/20/2020,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,
779,,"4872 Topanga Canyon Blvd. #217 Los Angeles, CA 91364 United States",General,General,,Los Angeles Reel Film Festival,http://www.lareelfilmfest.com,https://filmfreeway.com/losangelesreelfilmfestival,,5/16/2020,5/17/2020,Los Angeles,CA`,11/30/2019,4/17/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
378,,"Los Angeles, CA 90060",Short,Short,,Los Angeles Short Film Festival,https://www.lasff.com/,https://filmfreeway.com/losangelesshortfilmfestival,,3/14/2020,3/15/2020,Los Angeles,CA,4/30/2019,1/31/2020,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
379,,"1317 N San Fernando blvd #340 Burbank, CA 91504 United States",Women's,Women's,,Los Angeles Women's International Film Festival,http://www.lawomensfest.com/,https://filmfreeway.com/lawomensfest,,1/10/2020,1/12/2020,Burbank,CA,8/25/2019,10/21/2019,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
380,,"7001 Hollywood Blvd, Los Angeles, CA 90028","Misc. Ethnic, Cultural, Foreign Focus (etc)",Misc. Ethnic/Cultural/Foreign Focus,,"Los Angeles, Italia",http://www.losangelesitalia.com/,---,,2/2/2020,2/8/2020,Los Angeles,CA,---,---,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,
381,2,"3600 Dutchmans Ln, Louisville, KY 40205",Jewish,Jewish,,Louisville Jewish Film Festival,https://jewishlouisville.org/the-j/j-arts-ideas/film-festival/,---,,2/8/2020,3/3/2020,Louisville,KY,---,---,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
845,10,"117 East Kentucky Street Louisville, KY 40203",General,General,,Louisville's International Festival of Films,http://louisvillefilmfestival.org/,https://filmfreeway.com/LouisvilleInternationalFestivalofFilm,,11/5/2020,11/7/2020,Louisville,KY,---,---,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
382,,"7 caruso island court sacramento, ca 95823 United States","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)","Short, Genre",,Love Horror Short Film Festival,https://www.sachorrorfilmfest.com/,https://filmfreeway.com/LoveHorrorShortFilmFestival,,7/18/2020,7/18/2020,Sacramento,CA,8/31/2019,6/30/2020,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,
784,,"11041 Santa Monica Blvd. Suite 715 Los Angeles, CA 90025 United States","Social Justice, Peace",Social Justice/Peace,,Love International Film Festival,http://loveinternationalfilmfestival.com/,https://filmfreeway.com/LoveInternationalFilmFestival,Switched to online,9/18/2020,9/21/2020,Los Angeles,CA,12/31/2019,5/25/2020,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,
383,,"608 S Elm Ave Sanford, FL 32771 United States",Short,Short,,Love Your Shorts Film Festival,http://www.loveyourshorts.com/,https://filmfreeway.com/LoveYourShortsFilmFestival,,2/13/2020,2/16/2020,Sanford,FL,6/30/2019,10/31/2019,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
384,,"181 North 11th Street #401 Brooklyn, NY 11211 United States",General,General,,"Lower East Side Film Festival, The",http://www.lesfilmfestival.com/,https://filmfreeway.com/lesfilmfestival,Switched to online: June 18th-29th,6/11/2020,6/15/2020,New York,NY,10/1/2019,2/28/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
385,1,"105 - North Forrest Drive Milford, PA 18337 United States","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Genre,,Macabre Faire Film Festival,http://www.macabrefairefilmfest.com/,https://filmfreeway.com/MacabreFaireFilmFestival,,1/16/2020,1/16/2020,Milford,PA,6/30/2020,10/15/2020,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
386,,"355 Martin Luther King Jr. Blvd, Macon, GA 31201",General,General,,Macon Film Festival,http://www.maconfilmfestival.com/,https://filmfreeway.com/MaconFilmFest,Switched to mostly virtual Aug 13-30,8/13/2020,8/16/2020,Macon,GA,10/31/2019,4/10/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
387,,"101 Hollywood Boulevard, Starkville, Mississippi 39759",General,General,,Magnolia Independent Film Festival,http://magnoliafilmfest.com/,https://filmfreeway.com/MagnoliaIndependentFilmFestival,,2/27/2020,2/29/2020,Starkville,MS,8/10/2019,11/10/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
388,,"10 Water St. Suite 106 Waterville, ME 04901 United States",General,General,,Maine International Film Festival,https://www.miff.org/,https://filmfreeway.com/MIFF,"New Dates: July 7-16; Drive-In in Skowhegan, ME",7/10/2020,7/19/2020,Waterville,ME,1/31/2020,4/20/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
389,11,"Portland, ME  04112",Jewish,Jewish,,Maine Jewish Film Festival,http://www.mjff.org/,---,Postponed until fall,tbd,tbd,Portland,ME,tbd,tbd,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
390,,"222 St John St Suite 2G Portland, Maine 04102 United States","Environment, Outdoor, Adventure, Wildlife",Environmental/Outdoor/Adventure/Wildlife,,Maine Outdoor Film Festival,http://maineoutdoorfilmfestival.com/,https://filmfreeway.com/MaineOutdoorFilmFest,New Dates: July 30-Aug 2 & Aug 6-8,7/31/2020,8/2/2020,Portland,ME,2/1/2020,5/24/2020,,,, ,,,,,,,,,,,,,,,,,,,,x,,,,,
391,,"Malibu, CA 90265 United States",General,General,,Malibu International Film Festival,https://www.malibufilmfestival.com/,https://filmfreeway.com/malibu,Switched to online,6/10/2020,6/11/2020,Malibou,CA,2/15/2019,12/1/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
392,,"Mammoth Lakes, CA 93546",General,General,,Mammoth Lakes Film Festival,https://www.mammothlakesfilmfestival.com/,https://filmfreeway.com/MammothLakesFilmFestival,New Dates: Sept 16-20,5/20/2020,5/24/2020,Mammoth Lakes,CA,12/15/2019,3/5/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
393,,"350 Fifth Avenue 59th Floor New York, NY 10118 United States",General,General,,Manhattan Film Festival,http://manhattanff.com/,https://filmfreeway.com/ManhattanFF,New Dates: Jun 19-Jul 2,4/23/2020,5/7/2020,New York,NY,9/27/2019,1/17/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
394,,"319 Lafayette Street # 126 NYC, NY 10012 United States",Short,Short,,Manhattan Short Film Festival,http://www.msfilmfest.com/,https://filmfreeway.com/MANHATTANSHORT,,9/24/2020,10/4/2020,New York,NY,12/31/2019,7/31/2020,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
846,9,"1341 G St NW Washington, DC 20005 United States","Black, African, Afr. Am. (etc)",Black/African/African American,,March on Washington Film Festival,https://www.marchonwashingtonfilmfestival.org/,https://filmfreeway.com/MarchonWashingtonFilmFestival,,tbd,tbd,Washington,DC,tbd,tbd,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
395,10,"426 Columbus Ave, New York, NY 10024",Documentary,Documentary,,Margaret Mead Film Festival,https://www.amnh.org/explore/margaret-mead-film-festival,https://filmfreeway.com/MargaretMeadFilmFestival,,tbd,tbd,New York,NY,tbd,tbd,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
396,,"9 State Road Chilmark, MA 02535",General,General,,Martha's Vinyard Film Festival,http://tmvff.org/,https://filmfreeway.com/MarthasVineyardFilmFestival,Postponed,3/19/2020,3/22/2020,Chillmark,MA,10/18/2019,12/18/2019,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
877,,"79 Beach Road, Tisbury, Massachusetts 02568",General,General,,Martha's Vinyard International Film Festival,http://mvfilmsociety.com/festivals/marthas-vineyard-international-film-festival/,https://filmfreeway.com/MarthasVineyardInternationalFilmFestival,Switched to hybrid festival,9/8/2020,9/13/2020,Vineyard Haven,MA,7/1/2020,7/15/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
397,,"5 West North Avenue, Baltimore, Maryland 21201",General,General,,Maryland Film Festival,https://mdfilmfest.com/,https://filmfreeway.com/TheMarylandFilmFestival,Theater temporarily closed (indefinitely),4/29/2020,5/3/2020,Baltimore,MD,10/4/2019,1/10/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
398,,"36 South Potomac Street Suite 201 Hagerstown, MD 21740 United States",General,General,,Maryland International Film Festival,https://www.marylandiff.com/,https://filmfreeway.com/MarylandInternationalFilmFestival,Postponed,3/27/2020,3/29/2020,Hagerstown,MD,10/31/2019,1/31/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
399,,"7 Medford Street, Arlington, Massachusetts 02474",General,General,,"Massachusettes Independent Film Festival, The ",http://www.massiff.org/,https://filmfreeway.com/theMassachusettsIndependentFilmFestival,,9/10/2020,9/12/2020,Arlington,MA,1/5/2020,7/12/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
814,,"Paia, HI 96779",General,General,,Maui Film Festival,https://www.mauifilmfestival.com/,https://filmfreeway.com/MauiFilmFestival,Postponed; exploring future dates,6/17/2020,6/21/2020,Maui,HI,12/31/2019,5/15/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
400,,"801 SW Baker St McMinnville, OR 97128 United States",Short,Short,,McMinnville Short Film Festival,http://mcminnvillefilmfest.org/,https://filmfreeway.com/McMinnvilleShortFilmFestival,,2/21/2020,2/23/2020,McMinnville,OR,10/1/2019,12/1/2019,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
401,,"286 Jones Dr. Milledgeville, Georgia 31062 United States",General,General,,ME Film Festival,https://www.milledgevillefilmfest.com/,https://filmfreeway.com/MEFilmFestival,New Dates: Nov 2-8,5/18/2020,5/24/2020,Milledgeville,GA,5/31/2019,1/31/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
764,,"104 East State Street, Media, Pennsylvania 19063",Short,Short,,Media Film Festival,http://www.mediafilmfestival.org/,https://filmfreeway.com/MediaFilmFestival,Postponed,4/2/2020,4/4/2020,Media,PA,9/3/2019,1/3/2020,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
940,,"1800 West Hibiscus Blvd., Melbourne, FL 32901 United States",Short,Short,,"Melbourne Independent Filmmakers Festival, The",http://www.melbournefilmfest.com,https://filmfreeway.com/TheMelbourneIndependentFilmmakersFestival,,10/22/2020,10/24/2020,Melbourne,FL,2/10/2020,7/4/2020,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
402,,"Mendocino, California 95460",General,General,,Mendocino Film Festival,http://www.mendocinofilmfestival.org,https://filmfreeway.com/MendocinoFilmFestival,Postponed until next year (2020 fest canceled),5/28/2020,5/31/2020,Mendocino,CA,9/30/2019,12/20/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
403,,"5777 W. Century Blvd S1070 Los Angeles, CA 90045 United States",Misc. Niche,Misc. Niche,,"Method Fest Independent Film Festival, The ",http://www.methodfest.com/,https://filmfreeway.com/TheMethodFestIndependentFilmFestival,Postponed,3/20/2020,3/26/2020,Los Angeles,CA,9/1/2019,2/14/2020,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
752,,"300 NE 2nd Ave, Miami, FL 33132",General,General,,Miami Film Festival,https://miamifilmfestival.com/,https://filmfreeway.com/MiamiFilmFestival,Ended festival early,3/6/2020,3/15/2020,Miami,FL,6/29/2019,10/15/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
1017,,"1130 Washington Avenue, Miami Beach, Florida 33139",General,General,,Miami Independent Film Festival,http://miamindiefest.com,https://filmfreeway.com/miamindiefest/,,6/5/2020,7/5/2020,Miami Beach,FL,11/10/2019,11/30/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
404,,"7452 SW 166th Terrace Palmetto Bay, FL 33157 United States","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Genre,,Miami International Science Fiction Film Festival,https://miscifi.com/,https://filmfreeway.com/miscifi,,2/14/2020,2/16/2020,Miami,FL,6/21/2019,12/24/2019,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
405,,"4200 Biscayne Blvd, Miami Fl 33137",Jewish,Jewish,,Miami Jewish Film Festival ,https://miamijewishfilmfestival.org/,https://filmfreeway.com/MiamiJewishFilmFestival,,1/9/2020,1/20/2020,Miami,FL,4/30/2019,10/4/2019,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
406,,"300 Southeast 3rd Street, Miami, Florida 33131",Short,Short,,Miami Short Film Festival,http://www.miamishortfilmfestival.com/,https://filmfreeway.com/MIAMISHORTFILMFESTIVAL,,11/9/2020,11/14/2020,Miami,FL,2/15/2020,8/30/2020,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,
819,10,"Middleburg, VA 20118-1566",General,General,,Middleburg Film Festival,https://www.middleburgfilm.org/,https://filmfreeway.com/MiddleburgFilmFestival,,10/15/2020,10/18/2020,Middleburg,VA,6/1/2020,8/15/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
407,,"68 S. Pleasant St., Middlebury, VT 05753",General,General,,Middlebury New Filmmakers Festival ,https://middfilmfest.org/,https://filmfreeway.com/MiddleburyNewFilmmakersFestival,Switched to online,8/27/2020,8/30/2020,Middlebury,VT,1/26/2020,5/28/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
408,,"315 South Barstow Street, Eau Claire, Wisconsin 54701","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Genre,,Midwest WeirdFest,http://www.midwestweirdfest.com/,https://filmfreeway.com/MidWestWeirdFest,,3/6/2020,3/8/2020,Eau Claire,WI,7/31/2019,1/17/2020,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
409,10,"1001 Lootens Place Suite 220 San Rafael, CA 94901 United States",General,General,,Mill Valley Film Festival,https://www.mvff.com/,https://filmfreeway.com/MillValleyFilmFestival,Switched to online,10/8/2020,10/18/2020,San Rafael,CA,5/15/2020,9/11/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
410,10,"1037 West McKinley Ave, Milwaukee, WI 53205",General,General,,Milwaukee Film Festival ,https://mkefilm.org/,https://mkefilm.org/for-filmmakers/call-for-entries,Switched to virtual,10/15/2020,10/29/2020,Milwaukee,WI,7/6/2020,7/6/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
411,9,"2900 W. Center St., Milwaukee, WI 53210",Jewish,Jewish,,Milwaukee Jewish Film Festival,https://www.jccmilwaukee.org/filmfestival,---,,tbd,tbd,Milwaukee,WI,tbd,tbd,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
412,,"2324 W Wisconsin Ave #66 Milwaukee, Wisconsin 53233 United States",Short,Short,,Milwaukee Short Film Festival,http://www.milwaukeeindependentfilmsociety.org/,https://filmfreeway.com/MilwaukeeShortFilmFestival,"Switched to ""best of"" virtual event of past film selections. 2020 submissions held until next year",9/11/2020,9/12/2020,Milwaukee,WI,1/31/2020,6/30/2020,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
874,,"5906 West Vliet Street, Milwaukee, Wisconsin 53208","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Genre,,Milwaukee Twisted Dreams Film Festival,http://www.twisteddreamsff.com,https://filmfreeway.com/MilwaukeeTwistedDreamsFilmFestival,New Dates: June 18-21,4/16/2020,4/19/2020,Milwaukee,WI,9/30/2019,1/20/2020,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
413,,"2400 E. Kenwood Ave Milwaukee, WI 53211 United States",Underground,Underground,,Milwaukee Underground Film Festival,https://milwaukeeundergroundfilm.org/,https://filmfreeway.com/MilwaukeeUndergroundFilmFestival,Postponed (Sept. dates TBD),4/23/2020,4/26/2020,Milwaukee,WI,2/4/2020,2/4/2020,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
414,,"125 SE Main Street Suite 341 Minneapolis, MN 55414 United States",General,General,,Minneapolis-St. Paul International Film Festival,https://mspfilm.org/festivals/mspiff/,https://filmfreeway.com/mspiff,Postponed,4/9/2020,4/30/2020,Minneapolis,MN,8/16/2019,12/31/2019,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
415,,"Missoula, MT 59807","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)","Short, Genre",,MisCon International Short Film Festival,http://www.miscon.org/filmfestival/,https://filmfreeway.com/MisConInternationalShortFilmFestival,Canceled,5/22/2020,5/25/2020,Missoula,MT,4/1/2020,4/1/2020,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,
1011,11,"28 E 1st St, New York, NY 10003","Experimental, Video Art (etc)","LGBTQ+, Experimental, Video Art (etc)",,MIX Fest,https://www.mixnyc.org/,https://www.mixnyc.org/,,tbd,tbd,New York,NY,tbd,tbd,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x
416,,"25 Roxbury Street, Suite 207 Keene, NH 03431 United States",General,General,,Monadnock International Film Festival,https://www.moniff.org/,https://filmfreeway.com/MonadnockInternationalFilmFestival,Postponed,4/24/2020,4/26/2020,Keene,NH,10/18/2019,1/10/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
848,9,"525 Lighthouse Avenue, Pacific Grove, California 93950",General,General,,Monarch Film Festival,http://monarchfilmfestival.com,https://filmfreeway.com/MonarchFilmFestival,Postponed until December,9/11/2020,9/12/2020,Pacific Grove`,CA,3/15/2020,6/15/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
417,,"21 Bridge Avenue, Red Bank, New Jersey 07701",General,General,,Monmouth Film Festival,https://www.monmouthfilmfestival.org/,https://filmfreeway.com/MonmouthFilmFestival,Switched to virtual,8/14/2020,8/16/2020,Red Bank,NJ,1/12/2020,6/13/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
999,,"302 Bedford Ave, Brooklyn, NY 11249 United States","Experimental, Video Art (etc)","Experimental, Video Art (etc)",,MONO NO AWARE,http://mononoawarefilm.com/,https://filmfreeway.com/MONONOAWARE,,12/3/2020,12/12/2020,Brooklyn,NY,10/31/2020,10/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
881,,"718 South Higgins Avenue, Missoula, MT 59801",General,General,,Montana Film Festival,www.montanafilmfestival.org,https://filmfreeway.com/MontanaFilmFestival,Switched to virtual,10/8/2020,10/11/2020,Missoula,MT,4/1/2020,7/26/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
762,,"505 Bloomfield Avenue, Montclair, NJ 07042",General,General,,Montclair Film Festival,https://montclairfilm.org/,https://filmfreeway.com/MontclairFilm,Postponed,5/1/2020,5/10/2020,Montclair,NJ,11/15/2019,1/17/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
878,0,"1045 East Fairview Avenue, Montgomery, Alabama 36106",Short,Short,,Montgomery Film Festival,http://www.montgomeryfilmfestival.com/,https://filmfreeway.com/MontgomeryFilmFestival,,7/24/2020,7/25/2020,Montgomery,AL,3/25/2020,5/27/2020,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
418,,"118 North Main Street, Rockford, Illinois 61101",General,General,,Mosaic World Film Festival,http://mosaicfilmfest.com/,https://filmfreeway.com/MosaicWorldFilmFestival,Switched to online,9/18/2020,9/20/2020,Rockford,IL,12/31/2019,5/30/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
419,,"21111 Haggerty Road, Novi, Michigan 48375","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Genre,,Motor City Nightmares International Film Festival,http://motorcitynightmares.com/,https://filmfreeway.com/MCNFF,New Dates: July 24-26,4/24/2020,4/26/2020,Novi,MI,10/31/2019,2/14/2020,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
420,9,"4557 Colfax Ave North Hollywood, California 91602 United States","Environment, Outdoor, Adventure, Wildlife",Environmental/Outdoor/Adventure/Wildlife,,Mountain & Adventure Film Festival,https://filmfestivalflix.com/festival/maff-gathering/#.XBrEqRNKh-U,https://filmfreeway.com/MountainAndAdventureFilmFestival,,tbd,tbd,North Hollywood,CA,tbd,tbd,,,, ,,,,,,,,,,,,,,,,,,,,x,,,,,
421,,"109 E. Colorado Suite 1 Telluride, CO 81435",Documentary,"Documentary, Environmental/Outdoor/Adventure/Wildlife",,Mountainfilm,https://www.mountainfilm.org/,https://filmfreeway.com/Mountainfilm,Moved to fully online,5/22/2020,5/25/2020,Telluride,CO,12/13/2019,2/3/2020,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,
422,5,"3315 N. 2nd St., Harrisburg, PA 17110",Underground,Underground,,Movieate Underground Film Festival,http://www.moviate.org/,https://filmfreeway.com/Moviate,Postponed,5/22/2020,5/24/2020,Harrisburg,PA,3/15/2020,3/15/2020,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
423,11,"2786 Shamrock Dr. Muscatine, IA 52761 United States",Short,Short,,Muscatine Independent Film Festival,https://muscatinefilmfest.com/,https://filmfreeway.com/MuscatineIndependentFilmFestival,,tbd,tbd,Muscatine,IA,tbd,tbd,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
849,12,"1278 Glenneyre St., Laguna Beach, CA 92651-3103",Student,"Short, Student",,My HERO International Short Film Festival,https://myhero.com/films,https://filmfreeway.com/MYHEROIFF,New Dates: Dec 12-13,6/28/2020,7/1/2020,Laguna Beach,CA,2/1/2020,5/1/2020,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,
424,,"4002 Deville Street, Myrtle Beach, South Carolina 29577",General,General,,Myrtle Beach International Film Festival,http://www.myrtlebeachfilmfestival.com/,https://filmfreeway.com/MyrtleBeachInternationalFilmFestival,Postponed (planning to reschedule when theaters reopen),4/21/2020,4/25/2020,Myrtle Beach,SC,9/27/2019,12/27/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
425,,"3735 Franklin Road SW Suite 228 Roanoke, VA 24014 United States","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Genre,,MystiCon Independent Film Festival,http://mysticon-va.com/,https://filmfreeway.com/MystiConIndependentFilmFestival,,2/28/2020,3/1/2020,Roanoke,VA,10/31/2019,11/30/2019,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
426,,"200 North Fredonia Street, Nacogdoches, Texas 75961",General,General,,Nacogdoches Film Festival,http://www.nacogdochesfilmfestival.com,https://filmfreeway.com/NacogdochesFilmFestival,,2/20/2020,2/22/2020,Nacagdoches,TX,10/1/2019,1/1/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
427,,"68 Jay Street Suite 319 Brooklyn, New York 11201 United States",General,General,,Nantucket Film Festival,http://nantucketfilmfestival.org/,https://filmfreeway.com/NantucketFilmFestival,"Switched to online, June 23-30",6/23/2020,6/29/2020,Nantucket,MA,10/18/2019,3/11/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
821,11,"Napa, CA 94581",General,General,,Napa Valley Film Festival,https://www.cinemanapavalley.org/film/,https://filmfreeway.com/NapaValleyFilmFestival,,11/11/2020,11/15/2020,Napa Valley,CA,2/14/2020,6/5/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
850,10,"5833 Pelican Bay Blvd Naples, FL 34108 United States",General,General,,Naples International Film Festival,https://artisnaples.org/naples-international-film-festival/,https://filmfreeway.com/NaplesInternationalFilmFestival,,10/22/2020,10/25/2020,Naples,FL,4/30/2020,7/2/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
428,10,"161 Rains Ave. Nashville, Tennessee 37203 United States",General,General,,Nashville Film Festival,https://nashvillefilmfestival.org/,https://filmfreeway.com/NashFilm,Switched to virtual,10/1/2020,10/7/2020,Nashville,TN,3/27/2020,6/26/2020,X,X,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
429,10,"801 Percy Warner Blvd., Nashville, TN 37205",Jewish,Jewish,,Nashville Jewish Film Festival,http://nashvillejff.net/,---,Switched to virtual Oct 13-Nov 5,10/13/2020,11/5/2020,Nashville,TN,---,---,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
430,,"1600 6th Street Parker, Arizona 85344 United States","Native American, Indigenous (etc)",Native American/Indigenous,,NatiVisions Film Festival,http://www.nativisions.com/,https://filmfreeway.com/NatiVisionsFilmFestival-915947,,9/24/2020,9/26/2020,Parker,AZ,5/29/2020,7/24/2020,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,
431,0,"Durham, NC 27709","Asian, As. Am. (etc)",Asian/Asian American,,NC South Asian Film Festival,https://www.facebook.com/groups/ncisaff/,https://filmfreeway.com/ncisaff,,1/29/2020,1/29/2020,Durham,NC,3/31/2020,9/17/2020,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
432,,"3111 Saunders Settlement Rd Sanborn, New York 14132 United States",General,General,,NCCC Film & Animation Festival,http://www.niagaracc.suny.edu/ncccfilmfestival/,https://filmfreeway.com/NCCCFilmFestival,New Date: Nov 21,5/9/2020,5/9/2020,Sanborn,NY,4/1/2020,4/1/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
433,,"Nevada City, CA 95959",General,General,,Nevada City Film Festival,http://www.nevadacityfilmfestival.com/,https://filmfreeway.com/NevadaCityFilmFestival,Switched to Drive in & Streaming,8/28/2020,9/4/2020,Nevada City,CA,tbd,tbd,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
434,,"814 South 3rd Street, Las Vegas, Nevada 89101",Women's,Women's,,Nevada Women's Film Festival,https://www.nwffest.com/,https://filmfreeway.com/NevadaWomensFilmFestival,Postponed,3/19/2020,3/22/2020,Las Vegas,NV,8/31/2019,12/31/2019,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
435,,"309 West Morgan Street Durham, NC 27701 United States","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Genre,,Nevermore Film Festival,http://www.carolinatheatre.org/films/festivals/nevermore,https://filmfreeway.com/NevermoreFilmFestival,,2/28/2020,3/1/2020,Durham,NC,11/8/2019,12/2/2019,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
436,3,"20 Lincoln Center Plaza, New York, NY 10023",General,General,,New Directors/New Films,http://www.newdirectors.org/,---,Postponed,3/25/2020,4/5/2020,New York,NY,---,---,,X,,,x,,,,,,,,,,,,,,,,,,,,,,,,
